username,first name,user id,access hash,group,group id,status
romfla99,Romeu,1763020020,-1025780738583466830,Rica Slots 💵🤑,1809129171,2023-09-04 19:14:23+00:00
,Deisyane,1839480754,3336244530956688816,Rica Slots 💵🤑,1809129171,UserStatusRecently
hftugd,Edivania,5972404991,-2315585539247029509,Rica Slots 💵🤑,1809129171,2023-09-05 23:00:43+00:00
,Iran,1380105853,6701013759757577784,Rica Slots 💵🤑,1809129171,2023-09-05 14:53:31+00:00
,Gabriella,5180523823,-1690395002387762303,Rica Slots 💵🤑,1809129171,2023-09-05 18:48:44+00:00
,Hilton,5468595908,3463104882501213654,Rica Slots 💵🤑,1809129171,2023-09-05 16:56:49+00:00
,Cristian,5689967498,3322625584720888037,Rica Slots 💵🤑,1809129171,2023-09-05 21:39:13+00:00
GraniaRania,Grania,1658667154,-8750150171126095906,Rica Slots 💵🤑,1809129171,2023-09-05 11:35:40+00:00
Jocileneramirez1245,Jocilene,5135578279,-1672069372977225389,Rica Slots 💵🤑,1809129171,2023-09-05 20:32:41+00:00
,Antonia,5544059233,-5124562077185597250,Rica Slots 💵🤑,1809129171,2023-09-05 23:09:07+00:00
Rabi_Mohammeed,Rabi,5687650150,-86481608848492964,Rica Slots 💵🤑,1809129171,2023-09-05 20:58:29+00:00
,Franklin,6183668237,-2161953204380594370,Rica Slots 💵🤑,1809129171,2023-09-05 15:39:08+00:00
,Deivid,873289904,6233489174518491501,Rica Slots 💵🤑,1809129171,2023-09-05 19:19:18+00:00
REDHEAD207,ANTONIO,2002683073,8817891618190922598,Rica Slots 💵🤑,1809129171,2023-09-05 03:28:18+00:00
Bpcleuton,BISPO CLEUTON,2022705869,-4207174214053789874,Rica Slots 💵🤑,1809129171,2023-09-04 22:02:30+00:00
,Adriana Ramos,2041914166,551573492391134224,Rica Slots 💵🤑,1809129171,2023-09-05 11:49:43+00:00
Josiane9788,Josiane,6185204786,3951370832613627941,Rica Slots 💵🤑,1809129171,2023-09-05 03:57:23+00:00
,Edna,6225630646,4139175799806770628,Rica Slots 💵🤑,1809129171,2023-09-04 06:16:00+00:00
,Eduardo,2122387998,4781199393500914551,Rica Slots 💵🤑,1809129171,2023-09-04 23:23:01+00:00
ElieltonBorges2003,Elielton,5384760123,8656262631324335630,Rica Slots 💵🤑,1809129171,2023-09-05 14:19:11+00:00
,Juliana,5154200222,-6423678135546086380,Rica Slots 💵🤑,1809129171,2023-09-05 19:41:29+00:00
,Alisson,5039380303,-2832612087150128733,Rica Slots 💵🤑,1809129171,2023-09-05 22:22:19+00:00
Brunah2o,Bruna,5178888332,-5777592281042867835,Rica Slots 💵🤑,1809129171,2023-09-05 18:46:15+00:00
reido722,Gd,6211936017,-3097234694799377988,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Isaias,1737883374,1040855083920339079,Rica Slots 💵🤑,1809129171,2023-09-05 23:37:38+00:00
,Dn,1420247970,-6845336750103351716,Rica Slots 💵🤑,1809129171,2023-09-05 23:38:57+00:00
eugabyrd,Gabrielly,771580118,1720039198339668385,Rica Slots 💵🤑,1809129171,2023-09-05 11:45:57+00:00
Juans09413,J.RJ,5117219237,2931842590681036539,Rica Slots 💵🤑,1809129171,2023-09-04 12:42:01+00:00
,Kenia,5819475217,-6782192807999580667,Rica Slots 💵🤑,1809129171,UserStatusRecently
,José,868970893,-6600728601983787849,Rica Slots 💵🤑,1809129171,2023-09-04 17:21:14+00:00
elves2001,Elves,6270410879,-3317606685207773657,Rica Slots 💵🤑,1809129171,2023-09-04 10:07:18+00:00
Michelenacambios,Francisco,438239161,-3516131916546984643,Rica Slots 💵🤑,1809129171,2023-09-04 16:36:23+00:00
,Keila Regina,1278358564,5075093383754716831,Rica Slots 💵🤑,1809129171,2023-09-05 18:27:48+00:00
,diane,6245541467,8862503160434404662,Rica Slots 💵🤑,1809129171,2023-09-05 14:03:00+00:00
daianebetwinner,Daiane,1901263850,7338283388960945088,Rica Slots 💵🤑,1809129171,2023-09-05 21:48:05+00:00
,Evandro,5319737649,-1511307745180645008,Rica Slots 💵🤑,1809129171,2023-09-05 16:09:29+00:00
,Darlan,5045879521,8891609385018904606,Rica Slots 💵🤑,1809129171,2023-09-04 21:18:23+00:00
Anonima082,Q?,5252831526,-6803579869947629726,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Dercimar,6059579704,4648982355784323122,Rica Slots 💵🤑,1809129171,2023-09-04 17:59:20+00:00
,Guilherme,1205088637,5680702860837031827,Rica Slots 💵🤑,1809129171,2023-09-04 04:17:43+00:00
,Berna,2008430376,-6007282214266045288,Rica Slots 💵🤑,1809129171,2023-09-05 14:40:13+00:00
Fagner_Queiroz,Fagner,1891777285,-4286984597638816931,Rica Slots 💵🤑,1809129171,2023-09-05 05:03:19+00:00
saadsoqueme,$A4D D1R3T0R14,5337579215,4913522305524053610,Rica Slots 💵🤑,1809129171,2023-09-05 03:27:21+00:00
Gabriela903,Gabriela,6037716002,5993186738195900519,Rica Slots 💵🤑,1809129171,2023-09-05 20:21:44+00:00
Elzapinheiros,Elza,5107042660,-5659736642703748863,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Jessica,5836343444,-7091526299757999910,Rica Slots 💵🤑,1809129171,UserStatusOnline
Marketingjon,Promote & pump,5353834411,-8573499214812499174,Rica Slots 💵🤑,1809129171,2023-09-05 18:39:48+00:00
EU_PREDOXX_014,EU,1615135376,-1360235024492994935,Rica Slots 💵🤑,1809129171,2023-09-05 15:17:34+00:00
Amandinhaaax,Amanda,1745277237,7335063011104154554,Rica Slots 💵🤑,1809129171,2023-09-05 22:27:52+00:00
,Felipe,1434434812,3815212736889292201,Rica Slots 💵🤑,1809129171,2023-09-04 01:31:04+00:00
,Alcivania,1720428134,-727601746211847186,Rica Slots 💵🤑,1809129171,2023-09-05 14:15:02+00:00
,Italo,6087546516,2818646307908347259,Rica Slots 💵🤑,1809129171,2023-09-05 16:53:25+00:00
,Dimas,1191754323,9010827756275417306,Rica Slots 💵🤑,1809129171,2023-09-05 03:02:39+00:00
Produtosfinanceiros,Helenita,1979901920,-8219994055542797399,Rica Slots 💵🤑,1809129171,UserStatusRecently
pgsoftk9,🇦🇺 𝐊9𝐖𝐈𝐍 INQUIRY 🇦🇺,6285172696,958089087716742557,Rica Slots 💵🤑,1809129171,2023-09-05 15:36:04+00:00
,flamengo minha paixão,1269470575,7821219687890515137,Rica Slots 💵🤑,1809129171,2023-09-05 14:35:51+00:00
,Debora,5903365015,2984822730588173655,Rica Slots 💵🤑,1809129171,2023-09-05 01:41:20+00:00
eapnunez,Eric,1132514767,-9218463345106006007,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Gregory,1589557378,3199174577338627811,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Everton,1018126109,759971408588574332,Rica Slots 💵🤑,1809129171,2023-09-05 22:59:57+00:00
BemBahia,Corrente do Bem,1029249039,8521315123284608809,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Fabio Pinheiro,1599317604,7036163645530755140,Rica Slots 💵🤑,1809129171,2023-09-04 13:09:49+00:00
godpkr,God PK,5967830744,-122997400739605030,Rica Slots 💵🤑,1809129171,2023-09-05 18:02:39+00:00
Priulus,Gustavo,698912250,-1257288096766331337,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Maria,6573978459,2949977243262711872,Rica Slots 💵🤑,1809129171,2023-09-04 23:07:20+00:00
,Biju,1493598838,7051459302328025303,Rica Slots 💵🤑,1809129171,2023-09-04 23:35:55+00:00
,Carlos Andre,5055236191,7465842491652618983,Rica Slots 💵🤑,1809129171,2023-09-05 23:21:59+00:00
,Feeh,2001854399,17145741344240937,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Deniel,5383396594,-652547601444096504,Rica Slots 💵🤑,1809129171,2023-09-05 15:41:39+00:00
,Ivana,6320115297,4838515769614270122,Rica Slots 💵🤑,1809129171,2023-09-04 23:07:12+00:00
,Edina,1632946802,-3614172354656676203,Rica Slots 💵🤑,1809129171,2023-09-05 22:24:06+00:00
,Denilson Pantoja,5798808849,2465092162728848449,Rica Slots 💵🤑,1809129171,2023-09-05 20:43:15+00:00
,Edilson,6290959046,5975722110716965326,Rica Slots 💵🤑,1809129171,2023-09-04 03:30:27+00:00
,Fran,6050316285,1207428816461329805,Rica Slots 💵🤑,1809129171,2023-09-05 23:43:27+00:00
,Ana Paula,5888392832,4861224073076747186,Rica Slots 💵🤑,1809129171,2023-09-04 09:12:30+00:00
,Pietros,6103596896,-2871176680869938266,Rica Slots 💵🤑,1809129171,2023-09-05 10:24:33+00:00
paloma3112,Paloma,1610385285,-3239248307181885878,Rica Slots 💵🤑,1809129171,UserStatusRecently
Pablo1899,Pablo,6234623943,2195430619088579924,Rica Slots 💵🤑,1809129171,2023-09-05 17:30:11+00:00
,Francisco Genaro Pereira Da Cruz,5607372990,8209331964981170215,Rica Slots 💵🤑,1809129171,2023-09-05 15:47:40+00:00
,Binho,6263274317,-8412536737110053301,Rica Slots 💵🤑,1809129171,2023-09-04 23:16:14+00:00
,Jerry,5172200082,8376454007311741963,Rica Slots 💵🤑,1809129171,2023-09-05 11:58:25+00:00
Mkzeus86,João Paulo,2010799071,7559666064026407951,Rica Slots 💵🤑,1809129171,2023-09-05 20:25:21+00:00
,Barbara,5999013139,2602919524337257493,Rica Slots 💵🤑,1809129171,2023-09-05 12:02:02+00:00
,Gislaine,5270792272,-131602643188829621,Rica Slots 💵🤑,1809129171,2023-09-05 22:19:58+00:00
,Henrique,494802429,-648864574810753289,Rica Slots 💵🤑,1809129171,2023-09-05 23:42:17+00:00
,jaciara,1222624365,4133720501263503311,Rica Slots 💵🤑,1809129171,2023-09-04 13:47:02+00:00
,Ayla,1472572943,-7672151514464364409,Rica Slots 💵🤑,1809129171,2023-09-05 21:45:14+00:00
,Helena,1808369799,2646507982915182970,Rica Slots 💵🤑,1809129171,2023-09-05 15:55:52+00:00
,Francisca Peres,5475114153,-2938876209251162638,Rica Slots 💵🤑,1809129171,2023-09-05 15:35:05+00:00
AvantNetVip,AVANT IPTV P2P,6185399373,-4687419299944946021,Rica Slots 💵🤑,1809129171,2023-09-05 20:45:39+00:00
,Andressa,1204871952,5241797905064329802,Rica Slots 💵🤑,1809129171,2023-09-05 22:00:55+00:00
Felipe123paixao,Felipe paixão,1667552368,8479026161398903754,Rica Slots 💵🤑,1809129171,2023-09-04 23:41:02+00:00
Alepaiva1206,Alessandra,5605623828,3068971436749716585,Rica Slots 💵🤑,1809129171,2023-09-05 16:15:22+00:00
,Ana Paula,6257305595,-8283557032627906494,Rica Slots 💵🤑,1809129171,2023-09-05 14:39:26+00:00
joaopdm,Joao,1709014713,-3667852934893867432,Rica Slots 💵🤑,1809129171,2023-09-05 14:26:32+00:00
,Continha Pra Agora,6062962856,-5579889219389717355,Rica Slots 💵🤑,1809129171,2023-09-05 20:19:24+00:00
Juliano890,D,5351027686,7852455936650205658,Rica Slots 💵🤑,1809129171,2023-09-05 03:26:42+00:00
ajaystarbhai,AS MUSIC,1277364323,2352755421969707754,Rica Slots 💵🤑,1809129171,2023-09-05 02:10:14+00:00
p34e43c585,Joao,2030658616,-3033544124797327999,Rica Slots 💵🤑,1809129171,2023-09-05 03:04:10+00:00
,Janainna,6068210555,131790441285059379,Rica Slots 💵🤑,1809129171,2023-09-05 23:30:04+00:00
,Iara,6126511484,7994680820483442768,Rica Slots 💵🤑,1809129171,2023-09-05 22:55:00+00:00
,Bianca,5847454756,836823282138175852,Rica Slots 💵🤑,1809129171,2023-09-05 16:11:48+00:00
Anap4s,Ana Paula,1985547262,-4182726408778775980,Rica Slots 💵🤑,1809129171,2023-09-05 21:55:10+00:00
,Juclezia,1773257008,-1680011196423463261,Rica Slots 💵🤑,1809129171,2023-09-04 03:46:27+00:00
,Isa,5417901833,649899157718895636,Rica Slots 💵🤑,1809129171,2023-09-05 22:59:57+00:00
,Felipe,5812184722,3517078064930390041,Rica Slots 💵🤑,1809129171,2023-09-05 23:27:58+00:00
,Josira,6264845157,-5389147062201257661,Rica Slots 💵🤑,1809129171,2023-09-05 16:23:15+00:00
,João Pedro,5158953893,-506644200740142599,Rica Slots 💵🤑,1809129171,2023-09-05 11:40:49+00:00
Desmond_pound1,Desmond,5075345263,8186890757374657942,Rica Slots 💵🤑,1809129171,2023-09-05 14:07:42+00:00
,Everson,948468546,-6263689942289073254,Rica Slots 💵🤑,1809129171,2023-09-04 19:26:44+00:00
,Anna,1985526324,3000046611313788705,Rica Slots 💵🤑,1809129171,2023-09-04 21:43:01+00:00
princesaneves,Alana Neves,5233308097,55157653446220971,Rica Slots 💵🤑,1809129171,2023-09-05 14:17:19+00:00
joao00777,joaozin,5331292522,-8870389300536099568,Rica Slots 💵🤑,1809129171,2023-09-05 17:04:10+00:00
,João,5614166521,4797263199339531040,Rica Slots 💵🤑,1809129171,2023-09-05 22:29:07+00:00
,cobra,5938239209,8435906550015157713,Rica Slots 💵🤑,1809129171,2023-09-05 22:10:46+00:00
Jonatasneto,Jonatas,558571493,3226097858698481552,Rica Slots 💵🤑,1809129171,2023-09-05 01:22:32+00:00
CelsoPJunior,Celso,770888636,-4160105915422093945,Rica Slots 💵🤑,1809129171,2023-09-05 04:22:27+00:00
PjGwpo,GuapDaddy,1254172533,-6334517155143868448,Rica Slots 💵🤑,1809129171,2023-09-05 17:16:36+00:00
gicastrobr1,Giovanna,1521846896,740229212271088701,Rica Slots 💵🤑,1809129171,2023-09-05 03:53:11+00:00
,Jaqueline,6031717773,8974810354255530281,Rica Slots 💵🤑,1809129171,2023-09-04 20:00:42+00:00
,Bogár Péter,755423848,-594721804848293496,Rica Slots 💵🤑,1809129171,2023-09-05 21:21:27+00:00
amickprisca,Amick,5179113636,5887980441144244577,Rica Slots 💵🤑,1809129171,2023-09-05 06:34:30+00:00
PatriciaLorraine,Patrícia,5973667518,231963149713699849,Rica Slots 💵🤑,1809129171,2023-09-05 03:59:29+00:00
,Danilo,5117439699,2346974920427527137,Rica Slots 💵🤑,1809129171,2023-09-05 15:59:00+00:00
douglasportela2504,Douglas,855544893,6481635468972574616,Rica Slots 💵🤑,1809129171,2023-09-05 12:20:46+00:00
,Cássia,5400357804,1055371111834205141,Rica Slots 💵🤑,1809129171,2023-09-04 01:49:44+00:00
,Canhoto do pix,5402059262,3797010527850729988,Rica Slots 💵🤑,1809129171,2023-09-05 04:59:30+00:00
,Ana Paula,5553269754,1623417408126634448,Rica Slots 💵🤑,1809129171,2023-09-05 22:59:22+00:00
,CEO REDYMYLSON PAZ,5292180098,-5088662052453353258,Rica Slots 💵🤑,1809129171,2023-09-05 21:33:30+00:00
,Eu puro M,5493973042,8897262943028229364,Rica Slots 💵🤑,1809129171,2023-09-04 23:42:28+00:00
,Dalila,5652230737,-4732671782242396817,Rica Slots 💵🤑,1809129171,2023-09-05 08:45:14+00:00
,Eva Christina,5763673106,-2250252433841561738,Rica Slots 💵🤑,1809129171,2023-09-05 17:47:34+00:00
,Elizangela,6271336381,-4182048876924416316,Rica Slots 💵🤑,1809129171,2023-09-05 17:16:07+00:00
,cona,1856875158,5812832129602119797,Rica Slots 💵🤑,1809129171,2023-09-05 23:28:55+00:00
,Derli,645911215,324022161451793107,Rica Slots 💵🤑,1809129171,2023-09-05 23:32:25+00:00
,Pedro,2037699552,-4359425442501431484,Rica Slots 💵🤑,1809129171,2023-09-05 23:43:47+00:00
,Allan,6219684436,4365996160420091507,Rica Slots 💵🤑,1809129171,2023-09-05 22:24:52+00:00
,Celso,1065021537,-1766445050661810567,Rica Slots 💵🤑,1809129171,2023-09-05 23:56:24+00:00
,Ana,6170760519,-6941971689580026880,Rica Slots 💵🤑,1809129171,2023-09-05 22:07:36+00:00
,Caio,1054674830,1221502421002724743,Rica Slots 💵🤑,1809129171,2023-09-05 15:40:31+00:00
,Giselej Oliveira,5123849276,-4761961399102949963,Rica Slots 💵🤑,1809129171,2023-09-05 23:27:33+00:00
Outtapocket,B2,881966994,789918921794685057,Rica Slots 💵🤑,1809129171,UserStatusRecently
lipheob,Felliphe,1110950052,-6295156670981296351,Rica Slots 💵🤑,1809129171,2023-09-05 23:55:41+00:00
Bullyjuices,Dapo,5362487781,-9090460489112204511,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Danille,5640408687,7315432467019659499,Rica Slots 💵🤑,1809129171,2023-09-05 23:14:10+00:00
,Esap,5681923806,2168694819001077262,Rica Slots 💵🤑,1809129171,2023-09-05 21:52:53+00:00
,GODWIN OGAH,1287615897,-3523451645771534182,Rica Slots 💵🤑,1809129171,2023-09-05 17:05:41+00:00
,Emerson,1720370249,-1571300212861965094,Rica Slots 💵🤑,1809129171,2023-09-05 23:48:49+00:00
,Bruno,2007038584,-4456384468652340150,Rica Slots 💵🤑,1809129171,2023-09-05 14:23:00+00:00
,Francisco,5279821146,2289805087559554505,Rica Slots 💵🤑,1809129171,2023-09-05 07:43:18+00:00
,Daniel,1242306840,7866666742367255684,Rica Slots 💵🤑,1809129171,2023-09-05 23:14:44+00:00
Cristielliii,Cristieli,6085871435,-5945381190810848072,Rica Slots 💵🤑,1809129171,2023-09-05 13:39:23+00:00
,ঔৣmelαdα de óleoঔৣ,5704865547,-5261840395876974106,Rica Slots 💵🤑,1809129171,2023-09-05 23:50:26+00:00
,Froxst,1669373320,-6510002700259497278,Rica Slots 💵🤑,1809129171,2023-09-05 18:57:26+00:00
,Carolina,5320185616,3640861790326021380,Rica Slots 💵🤑,1809129171,2023-09-04 21:33:56+00:00
,Eduarda,5084014258,-6250581568883961650,Rica Slots 💵🤑,1809129171,2023-09-05 22:28:43+00:00
fernandobingoemcasa,Fernando,5756306301,-4669101502651206955,Rica Slots 💵🤑,1809129171,2023-09-05 22:59:13+00:00
,@Francisco,1720394799,4187743738961010527,Rica Slots 💵🤑,1809129171,2023-09-05 17:26:29+00:00
,Gleidson,6100240161,4735528755626645257,Rica Slots 💵🤑,1809129171,2023-09-05 19:30:48+00:00
,Douglas,5177367978,6725934031610470847,Rica Slots 💵🤑,1809129171,2023-09-05 17:58:32+00:00
javierobregonecuador,Javier,1950032328,-5045666406395538942,Rica Slots 💵🤑,1809129171,2023-09-05 20:53:00+00:00
,Henzo,5712807043,-6819727472056560168,Rica Slots 💵🤑,1809129171,2023-09-05 17:54:41+00:00
elaineoli10,Elaine,1787830088,-347931908957695749,Rica Slots 💵🤑,1809129171,2023-09-05 23:13:30+00:00
,Berg,1802401472,4554266707351340170,Rica Slots 💵🤑,1809129171,2023-09-05 16:31:10+00:00
,Devair,5097501573,-3788732626556428813,Rica Slots 💵🤑,1809129171,2023-09-05 22:10:52+00:00
,breno,5439494681,6926698050281729546,Rica Slots 💵🤑,1809129171,2023-09-05 09:46:45+00:00
Hele53,Helani,1221568698,-8008168545837572625,Rica Slots 💵🤑,1809129171,2023-09-05 19:22:17+00:00
diogo3,Diogo,514730532,3888716469889263498,Rica Slots 💵🤑,1809129171,2023-09-05 20:46:15+00:00
,Jaqueline,5356810151,-5868539643234799261,Rica Slots 💵🤑,1809129171,2023-09-05 01:18:11+00:00
Alexafiliados,Alex,1086064783,4722879142975991321,Rica Slots 💵🤑,1809129171,2023-09-05 19:58:46+00:00
,Daniel,2144327553,3465300922863843145,Rica Slots 💵🤑,1809129171,2023-09-05 13:05:02+00:00
,Alexandre,5068694610,4724706496207269269,Rica Slots 💵🤑,1809129171,2023-09-05 21:56:45+00:00
apoleonss,Apol,5491648586,-57449198708490159,Rica Slots 💵🤑,1809129171,2023-09-04 18:19:42+00:00
,Kadü,5574515038,5124492473285790982,Rica Slots 💵🤑,1809129171,2023-09-05 05:43:39+00:00
Eduardaofici,Eduarda oficial,5974782387,-3072901456281952169,Rica Slots 💵🤑,1809129171,2023-09-05 15:50:56+00:00
Orman11,Jefferyb,2042209895,5556036641756641852,Rica Slots 💵🤑,1809129171,2023-09-05 22:08:48+00:00
Catatau_oficial,Catatau_oficial,5658952003,5644079466717551555,Rica Slots 💵🤑,1809129171,2023-09-04 00:05:43+00:00
breno_ordinario,Breno,2002360838,-5701678878189330530,Rica Slots 💵🤑,1809129171,2023-09-04 07:21:54+00:00
,Jennifer,5238304830,-7263063261805551036,Rica Slots 💵🤑,1809129171,2023-09-05 17:18:52+00:00
,Camila,5792868527,330500263479914104,Rica Slots 💵🤑,1809129171,2023-09-04 12:50:42+00:00
,Julio,5093070853,-891396244393819623,Rica Slots 💵🤑,1809129171,2023-09-05 19:45:09+00:00
,Fernanda,1507668618,-199794172754026917,Rica Slots 💵🤑,1809129171,2023-09-05 14:35:33+00:00
okpalabianca,Bianca,2058537851,8810128708772172779,Rica Slots 💵🤑,1809129171,2023-09-05 17:22:50+00:00
,Caroline,5582103694,4573798982864717746,Rica Slots 💵🤑,1809129171,2023-09-05 22:22:08+00:00
,Eder,6129290542,-8456388634275283296,Rica Slots 💵🤑,1809129171,2023-09-05 15:48:07+00:00
,Cissa,5847757846,-3722647839957110437,Rica Slots 💵🤑,1809129171,2023-09-04 17:00:30+00:00
caiquecastro_ofc,Caique,5708158093,-5858266954617400637,Rica Slots 💵🤑,1809129171,2023-09-05 17:11:25+00:00
,Bruno,320994383,906573100606078445,Rica Slots 💵🤑,1809129171,2023-09-05 23:55:01+00:00
,Elizabeth Rodrigues,5230471373,6996241867123715397,Rica Slots 💵🤑,1809129171,2023-09-05 21:17:16+00:00
,bruninhodvn2010,5209533115,6104809802142941224,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Camila,5314261238,8283687722097561690,Rica Slots 💵🤑,1809129171,2023-09-05 23:55:51+00:00
,Anderson,5567448039,-2027258709743632091,Rica Slots 💵🤑,1809129171,2023-09-05 12:44:07+00:00
,Carolaine,6171586096,-6390108710418244387,Rica Slots 💵🤑,1809129171,2023-09-05 18:39:46+00:00
Osvaldobn1,Eu,1300287213,1438003191756955289,Rica Slots 💵🤑,1809129171,2023-09-05 13:41:37+00:00
mrbentil360,Bentil,1352301036,2301359064659008098,Rica Slots 💵🤑,1809129171,UserStatusRecently
orochi7xl,Eduardo,1913785666,-5386294956414471216,Rica Slots 💵🤑,1809129171,2023-09-05 11:40:43+00:00
,Bianca,6105219591,-6073705361062388519,Rica Slots 💵🤑,1809129171,2023-09-05 15:29:18+00:00
Andrea55617,Andressa,5467121907,5519121134068914953,Rica Slots 💵🤑,1809129171,2023-09-05 08:47:38+00:00
,Edenha,5843641378,-5513389221840944589,Rica Slots 💵🤑,1809129171,2023-09-05 18:39:31+00:00
,Anderso Oliveira Dos Santos,5735050194,-5859359301050218240,Rica Slots 💵🤑,1809129171,2023-09-05 22:57:30+00:00
,Bruno,6249202633,7239038490881458530,Rica Slots 💵🤑,1809129171,2023-09-05 22:04:46+00:00
,Ana Kaylane oliveira 🍃🌼🌼🌼,5052659032,-5435324163600940901,Rica Slots 💵🤑,1809129171,2023-09-05 20:31:15+00:00
Bia_oliveira4,Bia,1135707214,6067603147012813152,Rica Slots 💵🤑,1809129171,2023-09-05 23:46:48+00:00
Origembr,Dougllas,5039241491,8061918019201492284,Rica Slots 💵🤑,1809129171,2023-09-05 22:41:39+00:00
brunoota,Bruno Otávio,1731707467,-3960399887060773970,Rica Slots 💵🤑,1809129171,2023-09-05 16:10:52+00:00
,Diogo,1458195443,-6019270513661137172,Rica Slots 💵🤑,1809129171,2023-09-05 15:28:19+00:00
OttoMariaCarpeaux,Alecsander,2138086801,3832643524649114503,Rica Slots 💵🤑,1809129171,2023-09-04 18:38:41+00:00
cardosoo_011,Cardoso,5336406416,3095465776662874192,Rica Slots 💵🤑,1809129171,2023-09-05 15:54:19+00:00
ojuninho,Elias,5108519815,-2696173688374579697,Rica Slots 💵🤑,1809129171,2023-09-05 18:23:54+00:00
,Eunice Oliveira,5798527499,-6023575861547889068,Rica Slots 💵🤑,1809129171,2023-09-04 02:44:15+00:00
ooferreira,Andrey,1748462072,-1141091328705622786,Rica Slots 💵🤑,1809129171,2023-09-05 19:51:44+00:00
,Carlos,1852619865,4887445312133916890,Rica Slots 💵🤑,1809129171,2023-09-05 14:04:18+00:00
,Antônio Márcio,5731904212,-598045499842046736,Rica Slots 💵🤑,1809129171,2023-09-05 22:28:53+00:00
AntonioCandido,Antonio,361773860,4998878653157753725,Rica Slots 💵🤑,1809129171,2023-09-05 12:14:12+00:00
Anonimoofc1,Anônimo_ofc_,1929816404,-3320687201938772267,Rica Slots 💵🤑,1809129171,2023-09-05 16:50:48+00:00
Ofisilva,Anderson,5159413649,1113940285455157373,Rica Slots 💵🤑,1809129171,2023-09-04 16:38:28+00:00
,Odair,5848178474,3955871842506007203,Rica Slots 💵🤑,1809129171,2023-09-04 23:09:52+00:00
,Matias,6065530306,-2631448801356602944,Rica Slots 💵🤑,1809129171,2023-09-05 22:21:46+00:00
,Berne,5812117841,9215719360240545126,Rica Slots 💵🤑,1809129171,2023-09-05 12:34:25+00:00
JuliaOliveira21,Julia,6246630214,7611306829666815358,Rica Slots 💵🤑,1809129171,2023-09-05 02:38:03+00:00
,Neide,6030802474,1583127114645383057,Rica Slots 💵🤑,1809129171,2023-09-05 23:52:57+00:00
Denisenunes07,Nunesd,5611722427,-5012858568448379337,Rica Slots 💵🤑,1809129171,UserStatusOnline
niih_niih,nicole,6084145720,-3543906377413505015,Rica Slots 💵🤑,1809129171,UserStatusOnline
,Duda,6499146105,4004678505602273777,Rica Slots 💵🤑,1809129171,2023-09-04 23:31:19+00:00
,Cassio,982116441,7751535870168240507,Rica Slots 💵🤑,1809129171,2023-09-05 18:03:27+00:00
aisn002,aless,1945983272,-6686958286484602648,Rica Slots 💵🤑,1809129171,2023-09-05 23:30:45+00:00
Lucasttt,Lucas,6108863899,-1533208079817776924,Rica Slots 💵🤑,1809129171,2023-09-04 23:09:38+00:00
,Cyber,5780240834,7616181928363030344,Rica Slots 💵🤑,1809129171,2023-09-05 16:03:13+00:00
,Evandro,973200235,-8730047914458257121,Rica Slots 💵🤑,1809129171,2023-09-05 15:59:06+00:00
,Débora,1968541110,-2882398808216066877,Rica Slots 💵🤑,1809129171,2023-09-05 22:46:15+00:00
NaTelaSuporte,Fernando,2041450662,8253015601858652225,Rica Slots 💵🤑,1809129171,UserStatusRecently
Adrineko321,Adri,2045597799,1068610573297890380,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Nauva,6214859084,8745684282143657591,Rica Slots 💵🤑,1809129171,2023-09-04 23:48:58+00:00
Negozika,Adilson,1004765826,-192946768730669299,Rica Slots 💵🤑,1809129171,2023-09-05 15:31:06+00:00
,Cassiano,1102662561,7070555736403015698,Rica Slots 💵🤑,1809129171,2023-09-05 23:32:38+00:00
Neto1105,Cícero,1226256635,-6044815188263084721,Rica Slots 💵🤑,1809129171,UserStatusRecently
,Ismar,5412171658,-389342834513156279,Rica Slots 💵🤑,1809129171,2023-09-05 04:40:00+00:00
Nezbr,Anderson,1480610179,-5145140873833036589,Rica Slots 💵🤑,1809129171,2023-09-05 23:47:19+00:00
,Lailson,6342189275,9218718747692265768,Rica Slots 💵🤑,1809129171,2023-09-04 23:10:23+00:00
,Kevin,5942242872,3545932329704104688,Rica Slots 💵🤑,1809129171,2023-09-05 23:46:05+00:00
Bahianatan16,Natan,5417722763,-3665212696607054877,Rica Slots 💵🤑,1809129171,2023-09-04 13:41:06+00:00
Alexia_Nataly,Alexia,1976307368,-8945825213830606068,Rica Slots 💵🤑,1809129171,2023-09-05 17:02:59+00:00
arlindont130,Arlindo,1932991866,4946829204333913011,Rica Slots 💵🤑,1809129171,2023-09-05 17:40:32+00:00
Angel_narduche,Angel,1637733977,9178059304646048326,Rica Slots 💵🤑,1809129171,2023-09-05 17:51:46+00:00
,Andreia Neves De Sant Anna,888278886,7856697305827111931,Rica Slots 💵🤑,1809129171,2023-09-05 21:11:02+00:00
